CaseMasterID,CrimeNo,CaseCategoryName,CaseStatusName,PoliceStationUnitID,DistrictName,StateName,InvestigatingOfficerID,RegistrationDate,InfoReceivedPSDate,CrimeHeadName,CrimeSubHeadName,CrimeCategoryGroup,GravityOffenceName,BriefFacts,IncidentUnitID,IncidentDistrictName,latitude,longitude,LocationTypeArchetype,IsHotspotUnitFlag,AccusedHomeUnitDistance,IncidentFromDate,IncidentToDate,IncidentHourOfDay,IncidentDayOfWeek,IsFestivalOrEventWindow,ReportingDelayHours,CaseAgeDays,PrimaryAccusedID,PrimaryAccusedAgeBand,PrimaryAccusedGender,NumberOfAccused,CoAccusedIDList,IsRepeatAccusedFlag,ArrestStatus,ArrestDelayDays,PrimaryVictimAgeBand,PrimaryVictimGender,NumberOfVictims,VictimAccusedRelationship,IsRepeatVictimFlag,VictimPoliceFlag,NumberOfEvidenceItems,EvidenceTypesList,NumberOfVehiclesInvolved,ActsInvokedList,SectionsInvokedList,NumberOfSectionsInvoked,ChargesheetOutcome,ChargesheetFilingDelayDays,InvestigatingOfficerRank,CourtID,CourtName,InvestigationDurationDays,OfficerActiveCaseLoad,OfficerHistoricalFalseCaseRate,HiddenCriminalProfileID,HiddenGangID,HiddenClusterID,HiddenMOGroup,HiddenBridgeNodeFlag,HiddenEscalationCurveLabel,IsRepeatOffenderGroundTruth,RiskLabel,AnomalyLabel
33,300120083202600001,UDR,Under Investigation,83,Davanagere,Karnataka,248,2026-10-06,2026-10-06 16:34:38,Human Trafficking,Trafficking for Sexual Exploitation,Violent,Heinous,A single individual executed the crime. The accused trafficked minor girls from rural areas and sold them to brothels in urban centres. The incident was reported from a border-transit at 12:00 hours on Monday. Investigators recovered Call Detail Record from the location.,83,Davanagere,14.500944,75.931494,Border-Transit,True,Unknown/One-Time,2026-10-05 12:36:38,2026-10-05 13:35:38,12,Monday,True,27.966666666666665,-83,6201.0,51-65,M,1,6201,False,,,26-35,F,1,Stranger,False,False,1,Call Detail Record,0,,,,Not Yet Disposed,,Sub-Inspector,,,-83,14,0.0714285714285714,,,SOLO_33,71_Border-Transit_2,,,False,Medium,Normal
34,100100066202200001,FIR,Charge Sheeted,66,Chitradurga,Karnataka,196,2022-05-10,2022-05-04 04:50:40,Miscellaneous IPC Offences,Offences Against Public Servants,Property,Non-Heinous,The accused tore official documents and threatened the public servant inside their office. The event transpired at a general/public place around 17:00 hours on Tuesday.,66,Chitradurga,14.240952,76.41553,General/Public Place,False,Unknown/One-Time,2022-05-03 17:54:40,2022-05-04 01:38:40,17,Tuesday,False,10.933333333333334,1527,434.0,51-65,M,2,434;435,False,,,36-50,M,1,Stranger,True,False,0,,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,1527,18,0.2222222222222222,,,SOLO_34,65_General/Public Place_2,,,False,Medium,Normal
35,100090064202500001,FIR,Charge Sheeted,64,Chikkamagaluru,Karnataka,191,2025-12-10,2025-12-09 20:18:44,Crimes Against Children,Child Abuse,Violent,Heinous,The accused physically branded the minor child with heated objects over minor mistakes. The incident took place in a residential at 17:00 hours on Tuesday. A group of 2 individuals was involved in the offense.,64,Chikkamagaluru,13.341001,75.750926,Residential,False,Unknown/One-Time,2025-12-09 17:23:44,2025-12-09 19:28:44,17,Tuesday,False,2.9166666666666665,217,5108.0,18-25,M,2,5108;5109,False,,,Minor (<18),M,1,Known,False,False,1,Guardian Statement Record,0,,,,Charge-Sheeted,,Sub-Inspector,,,217,2,0.0,,,SOLO_35,24_Residential_2,,,False,High,Normal
36,100220136202600001,FIR,Closed - False Case,136,Mysuru,Karnataka,408,2026-06-15,2026-06-12 05:24:58,Crimes Against Senior Citizens,Fraud Against Senior Citizens,Violent,Heinous,The suspects promised to help the senior citizen withdraw their PF money and ran away with their credentials. The offense occurred near a general/public place around 23:00 hours on Wednesday. Investigation indicates the involvement of a single perpetrator. Forensic search and examination revealed CCTV Footage and Witness Statement Record at the scene.,136,Mysuru,12.349021,76.664596,General/Public Place,True,Unknown/One-Time,2026-06-10 23:35:58,2026-06-11 03:41:58,23,Wednesday,False,29.816666666666663,30,5827.0,51-65,M,1,5827,False,,,65+,M,1,Known,False,False,2,CCTV Footage;Witness Statement Record,0,,,,False Case,,Deputy Superintendent of Police,,,30,20,0.05,,,SOLO_36,60_General/Public Place_3,,,False,Medium,Normal
37,100130087202200001,FIR,Pending Trial,87,Dharwad,Karnataka,261,2022-07-17,2022-07-12 16:59:33,Miscellaneous IPC Offences,Trespass,Property,Non-Heinous,The incident was reported from a general/public place at 11:00 hours on Tuesday. The suspects forcefully entered the complainant's agricultural field and threatened the workers. Key evidence collected includes Seized Property List. A gang of 2 co-accused was implicated in this incident.,87,Dharwad,15.457643,75.030411,General/Public Place,False,Unknown/One-Time,2022-07-12 11:54:33,2022-07-12 15:45:33,11,Tuesday,False,5.083333333333333,1459,676.0,26-35,M,2,676;677,True,,,26-35,F,1,Stranger,False,False,1,Seized Property List,0,,,,Not Yet Disposed,,Sub-Inspector,,,1459,12,0.0,CP00010,,CP00010,64_General/Public Place_1,,,True,Medium,Normal
38,100040027202500001,FIR,Disposed - Convicted,27,Bengaluru Rural,Karnataka,80,2025-04-01,2025-03-29 20:52:13,Cyber Crime,Cyberstalking,Cyber-Financial,Non-Heinous,The accused created multiple social media handles to harass the victim and post offensive comments. The event transpired at a cyber-agnostic around 12:00 hours on Saturday. Investigators recovered IP Access Log and Screenshot Evidence from the location.,27,Bengaluru Rural,13.20375,77.591309,Cyber-Agnostic,False,Unknown/One-Time,2025-03-29 12:47:13,2025-03-29 17:48:13,12,Saturday,True,8.083333333333334,470,,,,0,,False,,,Minor (<18),F,1,Stranger,False,False,2,IP Access Log;Screenshot Evidence,0,,,,Charge-Sheeted,,Inspector,,,470,17,0.1176470588235294,,,SOLO_38,43_Cyber-Agnostic_2,,,,Medium,Normal
39,100080057202500001,FIR,Disposed - Convicted,57,Chikballapur,Karnataka,170,2025-12-12,2025-12-07 19:13:24,Crimes Against Women,Acid Attack,Violent,Non-Heinous,The accused splashed a chemical substance on the victim's arm during a physical confrontation. Evidence seized during the initial probe includes Call Detail Record and Clothing Sample. The incident took place in a general/public place at 14:00 hours on Sunday.,57,Chikballapur,13.435063,77.757606,General/Public Place,False,Unknown/One-Time,2025-12-07 14:58:24,2025-12-07 18:15:24,14,Sunday,False,4.25,215,5117.0,26-35,M,1,5117,False,,,36-50,F,1,Known,False,True,2,Call Detail Record;Clothing Sample,0,,,,Charge-Sheeted,,Inspector,,,215,7,0.0,,,SOLO_39,23_General/Public Place_2,,,False,Medium,Normal
40,800120078202500001,Zero FIR,Under Investigation,78,Davanagere,Karnataka,233,2025-12-15,2025-12-12 00:42:14,Crimes Against Women,Stalking,Violent,Non-Heinous,"Police later collected CCTV Footage, Call Detail Record, Clothing Sample, DNA Swab and Medical Examination Report as part of the case file. The suspect made multiple fake profiles to stalk the victim's social media and track her locations. The offense occurred near a general/public place around 18:00 hours on Thursday. Investigation indicates the involvement of a single perpetrator.",78,Davanagere,14.468722,75.951337,General/Public Place,False,Unknown/One-Time,2025-12-11 18:52:14,2025-12-11 21:03:14,18,Thursday,False,5.833333333333333,212,5130.0,26-35,M,1,5130,False,,,Minor (<18),F,1,Stranger,False,False,5,CCTV Footage;Call Detail Record;Clothing Sample;DNA Swab;Medical Examination Report,0,,,,Not Yet Disposed,,Deputy Superintendent of Police,,,212,10,0.2,,,SOLO_40,22_General/Public Place_3,,,False,Low,Normal
41,100190121202200001,FIR,Disposed - Convicted,121,Kolar,Karnataka,362,2022-08-23,2022-08-23 05:21:25,Crimes Against Body,Grievous Hurt,Violent,Heinous,"The accused beat the victim with iron pipes over a financial dispute, causing multiple bone fractures in the limbs. The incident was reported from a general/public place at 01:00 hours on Tuesday. A gang of 2 co-accused was implicated in this incident. Forensic search and examination revealed Blood Sample, CCTV Footage and Weapon Recovery at the scene.",121,Kolar,13.169294,78.172362,General/Public Place,True,Unknown/One-Time,2022-08-23 01:02:25,2022-08-23 04:51:25,1,Tuesday,False,4.316666666666666,1422,775.0,36-50,M,2,775;776,False,,,36-50,M,1,Known,False,False,3,Blood Sample;CCTV Footage;Weapon Recovery,0,,,,Charge-Sheeted,,Sub-Inspector,,,1422,13,0.0769230769230769,,,SOLO_41,4_General/Public Place_0,,,False,High,Normal
42,100170114202600001,FIR,Pending Trial,114,Kalaburagi,Karnataka,341,2026-07-07,2026-06-29 22:20:56,Special and Local Laws Offences,Gambling Act Violations,Narcotics,Non-Heinous,"The event transpired at a general/public place around 12:00 hours on Monday. The suspects were found operating a local gambling den behind the market area, recovering cash. The crime was committed by a single offender.",114,Kalaburagi,17.310651,76.849714,General/Public Place,False,Unknown/One-Time,2026-06-29 12:37:56,2026-06-29 18:58:56,12,Monday,False,9.716666666666669,8,5924.0,51-65,M,1,5924,False,,,,,0,,False,False,5,Panchnama Report;Seized Contraband;Seizure Photograph,0,,,,Not Yet Disposed,,Sub-Inspector,,,8,4,0.0,,,SOLO_42,68_General/Public Place_2,,,False,Low,Normal
43,100120082202300001,FIR,Charge Sheeted,82,Davanagere,Karnataka,244,2023-04-28,2023-04-23 18:47:26,Crimes Against Public Order,Public Nuisance,Public-Order,Non-Heinous,"The suspects blocked the public street by setting up unauthorized structures, obstructing traffic. The incident took place in a general/public place at 10:00 hours on Sunday. Investigators recovered CCTV Footage, Scene Photograph, Seized Weapon/Object and Video Recording from the location.",82,Davanagere,14.484729,75.926757,General/Public Place,True,Unknown/One-Time,2023-04-23 10:35:26,2023-04-23 14:13:26,10,Sunday,False,8.2,1174,,,,0,,False,,,,,0,,False,False,6,CCTV Footage;Scene Photograph;Seized Weapon/Object;Video Recording,0,,,,Charge-Sheeted,,Inspector,,,1174,20,0.05,,,SOLO_43,32_General/Public Place_1,,,,Medium,Normal
44,100030019202500001,FIR,Charge Sheeted,19,Belagavi,Karnataka,57,2025-01-03,2025-01-02 17:18:58,Miscellaneous IPC Offences,Criminal Intimidation,Property,Non-Heinous,The suspect brandished a knife and threatened the complainant over a personal dispute. Evidence seized during the initial probe includes Scene Photograph and Seized Property List. The offense occurred near a general/public place around 11:00 hours on Thursday.,19,Belagavi,15.853052,74.494104,General/Public Place,True,Unknown/One-Time,2025-01-02 11:55:58,2025-01-02 14:50:58,11,Thursday,True,5.383333333333334,558,3865.0,65+,M,1,3865,False,,,26-35,M,1,Known,False,False,2,Scene Photograph;Seized Property List,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,558,12,0.0833333333333333,,,SOLO_44,63_General/Public Place_1,,,False,Medium,Normal
45,100280180202300001,FIR,Disposed - Convicted,180,Uttara Kannada,Karnataka,540,2023-04-15,2023-04-13 03:57:32,Miscellaneous IPC Offences,Criminal Intimidation,Property,Heinous,"Police later collected Seized Property List as part of the case file. The accused made threatening phone calls to the victim, warning them of severe consequences. The incident was reported from a general/public place at 16:00 hours on Wednesday. A single individual executed the crime.",180,Uttara Kannada,14.777848,74.689316,General/Public Place,True,Unknown/One-Time,2023-04-12 16:23:32,2023-04-12 23:59:32,16,Wednesday,False,11.566666666666666,1187,1594.0,26-35,M,1,1594,False,,,36-50,F,2,Known,False,False,1,Seized Property List,0,,,,Charge-Sheeted,,Deputy Superintendent of Police,,,1187,14,0.1428571428571428,,,SOLO_45,63_General/Public Place_2,,,False,High,Normal
46,100090062202400001,FIR,Closed - False Case,62,Chikkamagaluru,Karnataka,185,2024-08-24,2024-08-21 02:50:14,Crimes Against Body,Grievous Hurt,Violent,Heinous,"A group of individuals cornered the victim and kicked them repeatedly, causing internal organ damage and severe trauma. The event transpired at a general/public place around 22:00 hours on Tuesday. The crime was committed by a single offender. Forensic search and examination revealed Blood Sample and CCTV Footage at the scene.",62,Chikkamagaluru,13.356869,75.80487,General/Public Place,True,Unknown/One-Time,2024-08-20 22:21:14,2024-08-21 01:40:14,22,Tuesday,False,4.483333333333333,690,3434.0,18-25,M,1,3434,False,,,65+,M,1,Stranger,False,False,2,Blood Sample;CCTV Footage,0,,,,False Case,,Circle Inspector,,,690,20,0.2,,,SOLO_46,4_General/Public Place_3,,,False,Medium,Normal
47,100140092202400002,FIR,Disposed - Convicted,92,Gadag,Karnataka,274,2024-12-18,2024-12-13 03:29:54,Miscellaneous IPC Offences,Trespass,Property,Non-Heinous,"The incident took place in a general/public place at 18:00 hours on Thursday. The suspects crossed the compound wall of the complainant's residence during the night. Key evidence collected includes Scene Photograph, Seized Property List and Witness Statement Record. A lone suspect was involved in carrying out this offense.",92,Gadag,15.456531,75.656094,General/Public Place,True,Unknown/One-Time,2024-12-12 18:53:54,2024-12-12 19:36:54,18,Thursday,False,8.6,574,3820.0,18-25,M,1,3820,False,,,26-35,F,1,Stranger,False,False,3,Scene Photograph;Seized Property List;Witness Statement Record,0,,,,Charge-Sheeted,,Sub-Inspector,,,574,18,0.0555555555555555,,,SOLO_47,64_General/Public Place_3,,,False,Medium,Normal
48,100140090202400001,FIR,Disposed - Convicted,90,Gadag,Karnataka,268,2024-05-01,2024-04-26 06:00:01,Crimes Against Body,Assault,Violent,Heinous,"Investigation indicates the involvement of a single perpetrator. The accused physically obstructed and assaulted the complainant in the market area, creating public nuisance. The offense occurred near a general/public place around 23:00 hours on Thursday. Investigators recovered Blood Sample, CCTV Footage, Fingerprint Lift and Post-Mortem Report from the location.",90,Gadag,15.468219,75.635485,General/Public Place,False,Unknown/One-Time,2024-04-25 23:18:01,2024-04-26 03:40:01,23,Thursday,False,6.7,805,3025.0,18-25,M,1,3025,False,,,51-65,M,1,Known,False,False,4,Blood Sample;CCTV Footage;Fingerprint Lift;Post-Mortem Report,0,,,,Charge-Sheeted,,Inspector,,,805,8,0.0,,,SOLO_48,8_General/Public Place_3,,,False,High,Normal
49,100050039202300001,FIR,Closed - Undetected,39,Bengaluru Urban,Karnataka,116,2023-05-13,2023-05-07 21:42:19,Crimes Against State,Terrorism-Related Offences,Public-Order,Heinous,The suspects received funds from foreign entities to coordinate subversive activities in the city. The incident was reported from a general/public place at 15:00 hours on Sunday.,39,Bengaluru Urban,12.97652,77.530971,General/Public Place,True,Unknown/One-Time,2023-05-07 15:14:19,2023-05-07 21:09:19,15,Sunday,False,6.466666666666667,1159,1693.0,36-50,M,1,1693,False,,,26-35,F,1,Stranger,False,False,5,Digital Communication Record;Seized Document;Surveillance Report,1,,,,Undetected,,Inspector,,,1159,24,0.0416666666666666,,,SOLO_49,52_General/Public Place_2,,,False,Medium,Normal
50,100150098202600001,FIR,Pending Trial,98,Hassan,Karnataka,293,2026-02-17,2026-02-10 21:14:44,Cyber Crime,Social Media Impersonation,Cyber-Financial,Non-Heinous,Police later collected Server Log as part of the case file. The suspect created a profile in the name of a senior police officer and issued fake advisories. The event transpired at a cyber-agnostic around 08:00 hours on Tuesday. The crime was committed by a group of 2 co-offenders.,98,Hassan,13.0328,76.153074,Cyber-Agnostic,False,Unknown/One-Time,2026-02-10 08:55:44,2026-02-10 16:34:44,8,Tuesday,False,12.316666666666666,148,5339.0,18-25,M,2,5339;5340,False,,,26-35,F,1,Known,False,False,1,Server Log,0,,,,Not Yet Disposed,,Inspector,,,148,3,0.0,,,SOLO_50,45_Cyber-Agnostic_1,,,False,Low,Normal
51,100050037202200001,FIR,Under Investigation,37,Bengaluru Urban,Karnataka,110,2022-10-27,2022-10-26 23:31:15,Human Trafficking,Bonded Labour,Violent,Heinous,The suspect forced the victim to work in his dairy farm for no pay under threat of violence. The incident took place in a general/public place at 14:00 hours on Wednesday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed Scene Photograph and Victim Statement Record at the scene.,37,Bengaluru Urban,12.941163,77.624846,General/Public Place,False,inter-district,2022-10-26 14:36:15,2022-10-26 19:31:15,14,Wednesday,True,8.916666666666666,1357,997.0,51-65,M,1,997,True,,,36-50,F,2,Stranger,False,False,2,Scene Photograph;Victim Statement Record,0,,,,Not Yet Disposed,,Inspector,,,1357,23,0.0434782608695652,CP00126,,CP00126,72_General/Public Place_2,,,True,Severe,Normal
52,100300190202400001,FIR,Disposed - Convicted,190,Yadgir,Karnataka,570,2024-03-18,2024-03-12 19:19:42,Economic Offences,Cheating and Financial Fraud,Cyber-Financial,Non-Heinous,"The offense occurred near a market around 12:00 hours on Tuesday. The accused created a fake government website to collect application fees from job aspirants. Key evidence collected includes Audit Report, Bank Transaction Statement, Digital Ledger, Forged Document and Seized Financial Record. The offense was carried out by 2 suspects acting together.",190,Yadgir,16.761667,77.16642,Market,False,Unknown/One-Time,2024-03-12 12:37:42,2024-03-12 15:56:42,12,Tuesday,False,6.7,849,2871.0,18-25,M,2,2871;2872,True,,,36-50,M,1,Stranger,False,False,5,Audit Report;Bank Transaction Statement;Digital Ledger;Forged Document;Seized Financial Record,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,849,7,0.0,CP00060,,CP00060,34_Market_2,,,True,High,Normal
53,100230146202300001,FIR,Under Investigation,146,Raichur,Karnataka,438,2023-05-09,2023-05-09 05:25:28,Economic Offences,Forgery,Cyber-Financial,Heinous,A gang of 2 co-accused was implicated in this incident. The suspect created fake degree certificates and mark sheets to secure a government job. The incident was reported from a general/public place at 09:00 hours on Monday. Investigators recovered Digital Ledger from the location.,146,Raichur,16.238916,77.409299,General/Public Place,False,inter-district,2023-05-08 09:27:28,2023-05-08 14:17:28,9,Monday,False,19.966666666666665,1163,1674.0,51-65,M,2,1674;1675,True,,,36-50,M,1,Known,False,False,1,Digital Ledger,0,,,,Not Yet Disposed,,Sub-Inspector,,,1163,17,0.0,CP00138,,CP00138,36_General/Public Place_1,,,False,Medium,Normal
54,100010002202500001,FIR,Under Investigation,2,Bagalkot,Karnataka,5,2025-12-08,2025-12-06 04:44:08,Cyber Crime,Cyberstalking,Cyber-Financial,Non-Heinous,"The suspect posted the victim's contact number on public forums with offensive descriptions, causing harassment. Evidence seized during the initial probe includes Bank Transaction Statement and Call Detail Record. The event transpired at a cyber-agnostic around 18:00 hours on Friday.",2,Bagalkot,16.152217,75.739661,Cyber-Agnostic,False,Unknown/One-Time,2025-12-05 18:10:08,2025-12-05 20:32:08,18,Friday,False,10.566666666666666,219,5101.0,36-50,M,1,5101,False,,,18-25,F,1,Stranger,False,False,2,Bank Transaction Statement;Call Detail Record,0,,,,Not Yet Disposed,,Assistant Sub-Inspector,,,219,15,0.0666666666666666,,,SOLO_54,43_Cyber-Agnostic_3,,,False,Low,Normal
