CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
76,100170115202600001,202600001,2026-03-08,47,115,1,2,13,66,2,42,2026-03-02 09:39:38,2026-03-02 10:12:38,2026-03-02 12:42:38,17.278297,76.78673,The suspect was caught selling illegal country-made firearms to local buyers near the railway station. The offense occurred near a general/public place around 09:00 hours on Monday. The offense was carried out by 4 suspects acting together.
77,100150097202300001,202300001,2023-05-24,2093,97,1,2,6,38,2,93,2023-05-20 12:01:21,2023-05-20 18:59:21,2023-05-20 22:22:21,12.98563,76.120208,The incident was reported from a general/public place at 12:00 hours on Saturday. The accused used online gaming platforms and crypto transactions to wash illegal funds. A single individual executed the crime.
78,100020012202200001,202200001,2022-07-24,3034,12,1,1,14,71,2,108,2022-07-23 09:00:02,2022-07-23 16:24:02,2022-07-24 20:30:02,15.102213,76.921755,The police raided the lodge and rescued victims who were forced into commercial sex by the suspects. The event transpired at a border-transit around 09:00 hours on Saturday. Investigators recovered Rescue Report from the location.
79,300060046202600001,202600001,2026-07-02,1512,46,2,1,4,27,1,52,2026-06-30 16:51:33,2026-06-30 17:19:33,2026-06-30 18:14:33,17.948947,77.473124,The accused took the minor child to another town without the parents' consent or knowledge. Evidence seized during the initial probe includes Medical Examination Report. The incident took place in a general/public place at 16:00 hours on Tuesday.
80,100090058202300001,202300001,2023-12-25,2693,58,1,1,13,68,6,97,2023-12-19 11:59:26,2023-12-19 12:16:26,2023-12-19 14:16:26,13.315442,75.717027,"Police later collected Panchnama Report, Seized Contraband and Seizure Photograph as part of the case file. The accused ran an illegal online betting hub inside a rental flat, using multiple mobile phones. The offense occurred near a general/public place around 11:00 hours on Tuesday. Investigation indicates the involvement of a single perpetrator."
81,100260167202300001,202300001,2023-06-02,1782,167,1,2,12,64,4,34,2023-05-29 10:58:14,2023-05-29 18:42:14,2023-05-30 02:11:14,13.308033,77.064032,The suspects forcefully entered the complainant's agricultural field and threatened the workers. The incident was reported from a general/public place at 10:00 hours on Monday. A single individual executed the crime. Forensic search and examination revealed Seized Property List and Witness Statement Record at the scene.
82,300070047202600001,202600001,2026-04-15,851,47,2,2,5,31,1,116,2026-04-13 12:12:08,2026-04-13 18:56:08,2026-04-13 20:05:08,11.906086,76.955281,"The event transpired at a general/public place around 12:00 hours on Monday. A group of youths engaged in a physical fight on the street, causing residents to shut their doors. Key evidence collected includes Scene Photograph, Seized Weapon/Object and Video Recording. The crime was committed by a single offender."
83,100090062202300001,202300001,2023-10-20,713,62,1,2,5,29,3,8,2023-10-15 08:20:09,2023-10-15 09:11:09,2023-10-15 10:51:09,13.320042,75.759419,"A group of 3 individuals was involved in the offense. Rival groups gathered with wooden sticks and iron rods, fighting and damaging nearby shops. The incident took place in a general/public place at 08:00 hours on Sunday. Investigators recovered Scene Photograph from the location."
84,100290186202200001,202200001,2022-02-26,2401,186,1,2,14,73,3,67,2022-02-21 10:53:49,2022-02-21 12:51:49,2022-02-21 22:53:49,16.864246,75.663063,"The accused lured the victim with money, took them to another city, and extracted their organ illegally. The offense occurred near a border-transit around 10:00 hours on Monday."
85,800280180202400001,202400001,2024-11-03,767,180,4,1,2,9,3,71,2024-10-29 05:29:03,2024-10-29 07:00:03,2024-10-30 06:17:03,14.766072,74.687206,Police later collected Recovered Stolen Property and Tool Mark Analysis as part of the case file. The thief stealthily removed the complainant's wallet and mobile phone from their pocket in a crowded bus. The incident was reported from a market at 05:00 hours on Tuesday.
86,100080056202500001,202500001,2025-06-29,80,56,1,2,3,17,6,98,2025-06-23 23:17:24,2025-06-24 00:32:24,2025-06-25 01:23:24,13.421135,77.743702,The suspect forced himself upon the victim at her workplace and threatened her with termination if she spoke. The event transpired at a general/public place around 23:00 hours on Monday. The crime was committed by a group of 3 co-offenders. Forensic search and examination revealed Call Detail Record and Medical Examination Report at the scene.
87,100250153202600001,202600001,2026-07-07,954,153,1,2,6,37,1,41,2026-07-06 12:38:14,2026-07-06 12:58:14,2026-07-07 02:48:14,13.917166,75.604405,The incident took place in a market at 12:00 hours on Monday. The accused was found in possession of a scanning machine and templates for printing fake bills. Key evidence collected includes Forged Document. A lone suspect was involved in carrying out this offense.
88,100030020202600002,202600002,2026-01-31,2870,20,1,2,11,59,3,91,2026-01-28 11:53:54,2026-01-28 13:26:54,2026-01-28 15:04:54,15.879064,74.446452,The offense was carried out by 4 suspects acting together. The suspect subjected her elderly mother-in-law to continuous mental harassment and physical abuse. The offense occurred near a residential around 11:00 hours on Wednesday.
89,100290186202600001,202600001,2026-11-16,535,186,1,1,10,55,1,88,2026-11-10 16:02:05,2026-11-10 16:35:05,2026-11-10 18:35:05,16.842829,75.710849,"An unidentified truck hit a cyclist from behind and sped away, leaving the cyclist severely injured. Evidence seized during the initial probe includes Mechanical Inspection Report and Vehicle Damage Report. The incident was reported from a transit-bus-stop at 16:00 hours on Tuesday."
90,100220142202500001,202500001,2025-02-04,1790,142,1,1,13,68,2,125,2025-02-02 16:23:45,2025-02-02 22:07:45,2025-02-03 01:14:45,12.282736,76.668438,"Police later collected Panchnama Report, Seized Contraband and Seizure Photograph as part of the case file. The suspects were found operating a local gambling den behind the market area, recovering cash. The event transpired at a general/public place around 16:00 hours on Sunday."
91,400200127202600001,202600001,2026-10-08,2325,127,3,2,3,22,2,9,2026-10-07 18:46:44,2026-10-07 21:21:44,2026-10-07 22:40:44,15.304813,76.187153,The suspect made multiple fake profiles to stalk the victim's social media and track her locations. The incident took place in a general/public place at 18:00 hours on Wednesday. A lone suspect was involved in carrying out this offense.
92,100050038202600001,202600001,2026-02-24,2840,38,1,2,6,38,5,18,2026-02-18 09:20:10,2026-02-18 14:50:10,2026-02-18 21:31:10,12.926003,77.617568,"The offense occurred near a general/public place around 09:00 hours on Wednesday. The suspect purchased high-value properties in the name of dummy directors to hide black money. Key evidence collected includes Audit Report, Forged Document and Seized Financial Record. Investigation indicates the involvement of a single perpetrator."
93,100100069202400001,202400001,2024-06-06,1849,69,1,1,13,66,6,19,2024-06-02 14:22:34,2024-06-02 17:39:34,2024-06-02 18:47:34,14.265307,76.411269,"A single individual executed the crime. The accused brandished a gun in a public place during a local festival, creating panic. The incident was reported from a general/public place at 14:00 hours on Sunday. Investigators recovered Panchnama Report and Seizure Photograph from the location."
94,100250158202200001,202200001,2022-05-29,2488,158,1,1,1,5,6,112,2022-05-28 22:35:57,2022-05-28 23:27:57,2022-05-29 00:07:57,13.917491,75.560174,"The accused pulled the victim's hair and scratched their face during a domestic dispute over household expenses. Evidence seized during the initial probe includes CCTV Footage, Fingerprint Lift, Post-Mortem Report and Weapon Recovery. The event transpired at a general/public place around 22:00 hours on Saturday."
95,100050032202500001,202500001,2025-09-24,359,32,1,1,2,14,5,76,2025-09-19 16:19:15,2025-09-19 17:13:15,2025-09-19 17:56:15,12.916807,77.588494,Police later collected Recovered Stolen Property as part of the case file. The accused slashed the tyres of the complainant's vehicles parked outside the gate. The incident took place in a general/public place at 16:00 hours on Friday. A group of 2 individuals was involved in the offense.
96,100260162202300001,202300001,2023-08-03,1079,162,1,1,11,61,3,113,2023-08-02 15:25:30,2023-08-02 19:40:30,2023-08-03 01:16:30,13.351337,77.146025,"The accused refused to provide food and basic medicine to their dependent parents, causing severe deterioration. The offense occurred near a residential around 15:00 hours on Wednesday. Investigation indicates the involvement of a single perpetrator. Forensic search and examination revealed Witness Statement Record at the scene."
97,100140092202500001,202500001,2025-02-22,2346,92,1,1,4,26,4,61,2025-02-16 13:37:14,2025-02-16 18:25:14,2025-02-17 00:36:14,15.408128,75.635198,The incident was reported from a border-transit at 13:00 hours on Sunday. The suspects ran a racket procuring children from poor families and selling them to childless couples. Key evidence collected includes CCTV Footage. A gang of 3 co-accused was implicated in this incident.
98,300140093202400001,202400001,2024-11-26,2570,93,2,2,2,15,1,38,2024-11-25 17:48:28,2024-11-25 19:21:28,2024-11-26 01:35:28,15.423405,75.628139,The crime was committed by a single offender. The accused collected advance money for a car sale and then switched off their phone and disappeared. The event transpired at a market around 17:00 hours on Monday.
99,300260163202200001,202200001,2022-05-13,2321,163,2,2,5,31,5,26,2022-05-08 16:33:29,2022-05-09 00:27:29,2022-05-09 12:39:29,13.365232,77.098414,"A group of youths engaged in a physical fight on the street, causing residents to shut their doors. The incident took place in a general/public place at 16:00 hours on Sunday."
100,100290182202600001,202600001,2026-11-09,1358,182,1,2,10,54,1,61,2026-11-05 14:30:02,2026-11-05 16:03:02,2026-11-05 18:20:02,16.865021,75.714548,"Police later collected Breath Analyzer Report and CCTV Footage as part of the case file. The accused rode the motorcycle recklessly, performing stunts and crashing into a pedestrian. The offense occurred near a transit-bus-stop around 14:00 hours on Thursday. Investigation indicates the involvement of a single perpetrator."
101,100020011202500001,202500001,2025-04-09,1985,11,1,1,8,48,2,133,2025-04-06 15:14:08,2025-04-06 17:52:08,2025-04-06 21:09:08,15.166297,76.879599,The suspect cultivated poppy plants on forest land bordering his agricultural property. The incident was reported from a general/public place at 15:00 hours on Sunday. A gang of 2 co-accused was implicated in this incident. Forensic search and examination revealed Chemical Analysis Report at the scene.
102,100270170202300001,202300001,2023-07-05,1626,170,1,1,14,70,6,32,2023-07-04 16:56:53,2023-07-04 18:43:53,2023-07-05 21:50:53,13.29345,74.747183,"The event transpired at a border-transit around 16:00 hours on Tuesday. The victims were forced to work in agricultural fields without pay and beaten if they tried to escape. Key evidence collected includes Call Detail Record, Rescue Report and Scene Photograph. The crime was committed by a single offender."
103,100210135202600001,202600001,2026-06-20,1103,135,1,2,4,26,1,105,2026-06-16 13:57:16,2026-06-16 20:25:16,2026-06-20 07:31:16,12.506804,76.922824,A lone suspect was involved in carrying out this offense. The suspects ran a racket procuring children from poor families and selling them to childless couples. The incident took place in a border-transit at 13:00 hours on Tuesday. Investigators recovered DNA Swab and Guardian Statement Record from the location.
